,Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width,imgpaths,class
8237,2534,2089.92,2089.92,0.72,55238.32,69358.96,71871.68,0.2752,1,1,1104,66,0.39,0.68,0.87,1.46,191.74,0.98,2020-11-16,51.58,60.15,39.84,174.91,2.13,-75.0,0.0,0.0,1.03,0.0,0.47,68.28,32.09,grimsvotn_16nov_2_fc80_20x_000145.tif,261,176,1056,0,24.33,70.26,1,200.76,1.05,19.83,3816,0.0,3,0.0,13367.46,704081.0,0.53,09:41:33,2020-11-16T08:41:33.871,0.14,71871.68,113947.7,45.82,train/grim_16nov_2_fc80_20x_2534.png,1
8238,2535,3720.58,3744.98,0.59,86490.74,140472.38,170718.08,0.2752,1,1,1031,120,0.25,0.45,0.84,2.24,252.58,0.9,2020-11-16,68.83,79.5,44.89,174.96,4.82,50.0,-10.0,0.42,0.7,0.0,0.21,136.74,28.38,grimsvotn_16nov_2_fc80_20x_000145.tif,332,249,0,263,73.63,96.37,1,330.24,1.51,25.2,3817,0.0,11,0.0,2608.83,3748446.0,0.53,09:41:33,2020-11-16T08:41:33.917,0.13,170718.1,263127.6,59.26,train/grim_16nov_2_fc80_20x_2535.png,1
8239,2536,1108.69,1114.63,0.66,27037.03,23059.5,27770.19,0.2752,1,1,639,149,0.54,0.76,0.91,1.31,129.45,0.96,2020-11-16,37.57,40.33,44.66,175.0,1.42,55.0,-30.0,0.0,1.16,0.0,0.7,41.08,28.95,grimsvotn_16nov_2_fc80_20x_000145.tif,171,155,251,263,51.62,47.64,1,140.05,1.15,22.44,3818,8897.07,3,0.0,7424.63,806311.0,0.71,09:41:33,2020-11-16T08:41:33.962,0.07,27770.19,34356.57,32.24,train/grim_16nov_2_fc80_20x_2536.png,1
8240,2537,1623.48,1694.35,0.6,33845.43,42168.29,49207.83,0.2752,1,1,231,546,0.4,0.58,0.86,1.72,165.86,0.95,2020-11-16,45.47,51.92,45.3,175.0,3.07,65.0,-5.0,0.13,0.88,0.0,0.33,74.01,24.13,grimsvotn_16nov_2_fc80_20x_000145.tif,237,156,408,263,60.9,65.32,1,196.29,1.71,44.75,3818,0.0,4,0.0,160445.84,1377576.0,0.75,09:41:33,2020-11-16T08:41:33.962,0.12,49207.83,73275.19,37.81,train/grim_16nov_2_fc80_20x_2537.png,1
8241,2538,1012.57,1117.05,0.26,12780.81,15420.76,24238.09,0.2752,1,1,342,230,0.0,0.37,0.45,2.72,175.45,0.87,2020-11-16,35.91,54.97,61.54,175.46,6.39,75.0,-15.0,0.15,0.87,0.0,0.16,87.26,13.66,grimsvotn_16nov_2_fc80_20x_000145.tif,282,137,566,263,72.41,75.7,1,201.83,1.81,24.86,3828,26120.67,3,0.0,298.99,1036097.0,0.56,09:41:34,2020-11-16T08:41:34.422,0.35,24238.09,86957.68,22.67,train/grim_16nov_2_fc80_20x_2538.png,1
8243,2540,2506.75,2615.65,0.51,37499.4,79427.44,94412.93,0.2752,1,1,255,560,0.0,0.28,0.76,3.51,216.39,0.87,2020-11-16,56.5,67.99,51.44,176.05,8.92,40.0,-50.0,0.87,0.53,0.0,0.11,155.99,17.49,grimsvotn_16nov_2_fc80_20x_000145.tif,274,270,805,263,58.66,83.45,1,346.98,2.36,41.23,3841,0.0,12,0.0,17404.99,2027747.0,0.39,09:41:35,2020-11-16T08:41:35.011,0.17,94412.93,164581.6,49.0,train/grim_16nov_2_fc80_20x_2540.png,1
8245,2542,1240.49,1296.69,0.43,8403.85,28682.31,32866.42,0.2752,1,1,651,136,0.0,0.13,0.62,7.91,165.59,0.81,2020-11-16,39.74,51.83,51.16,176.22,22.8,-25.0,60.0,1.55,0.39,0.0,0.04,177.19,7.77,grimsvotn_16nov_2_fc80_20x_000145.tif,167,244,0,597,75.05,69.36,1,369.92,2.67,28.53,3845,0.0,14,0.0,8077.91,1307029.0,0.37,09:41:35,2020-11-16T08:41:35.192,0.23,32866.42,72905.2,31.23,train/grim_16nov_2_fc80_20x_2542.png,1
8247,2544,2753.74,2863.11,0.64,35181.85,102978.62,108704.72,0.2752,1,1,70,121,0.38,0.21,0.84,4.87,227.0,0.84,2020-11-16,59.21,71.37,39.33,176.27,13.21,-60.0,40.0,1.2,0.45,0.0,0.08,198.48,15.02,grimsvotn_16nov_2_fc80_20x_000145.tif,310,235,287,597,64.13,90.14,1,427.01,2.6,37.63,3846,0.0,13,0.0,8959.45,2430233.0,0.63,09:41:35,2020-11-16T08:41:35.237,0.17,108704.7,190322.7,51.88,train/grim_16nov_2_fc80_20x_2544.png,1
8248,2545,2611.57,2733.49,0.46,48634.06,79579.29,100395.96,0.2752,1,1,288,65,0.15,0.38,0.71,2.61,235.04,0.83,2020-11-16,57.66,73.92,51.64,176.5,6.03,10.0,-60.0,0.37,0.73,0.0,0.17,131.12,21.73,grimsvotn_16nov_2_fc80_20x_000145.tif,225,357,524,597,45.72,95.92,1,305.71,2.14,30.59,3851,0.0,29,0.0,8030.67,1644907.0,0.63,09:41:35,2020-11-16T08:41:35.465,0.22,100396.0,211524.4,47.7,train/grim_16nov_2_fc80_20x_2545.png,1
8250,2547,1764.74,1764.74,0.88,51954.7,56330.95,55768.21,0.2752,1,1,835,34,0.62,0.76,0.94,1.32,162.97,0.96,2020-11-16,47.4,51.0,52.89,176.69,1.47,-70.0,70.0,0.0,1.06,0.0,0.68,52.2,35.6,grimsvotn_16nov_2_fc80_20x_000145.tif,205,201,926,597,31.33,55.14,1,175.59,1.08,20.61,3855,21951.33,3,0.0,10658.5,768788.0,0.7,09:41:35,2020-11-16T08:41:35.646,0.07,55768.21,69443.09,46.91,train/grim_16nov_2_fc80_20x_2547.png,1
8252,2549,1167.22,1238.95,0.69,20423.68,30288.55,29998.11,0.2752,1,1,847,35,0.46,0.55,0.87,1.81,145.41,0.92,2020-11-16,38.55,45.41,52.96,176.73,3.38,-60.0,50.0,0.24,0.8,0.0,0.3,66.74,19.74,grimsvotn_16nov_2_fc80_20x_000146.tif,183,179,265,0,51.74,53.73,1,172.96,1.57,30.08,3856,0.0,8,0.0,6270.8,849396.0,0.67,09:41:35,2020-11-16T08:41:35.690,0.15,29998.11,49030.38,36.62,train/grim_16nov_2_fc80_20x_2549.png,1
8255,2552,1402.0,1423.04,0.59,16697.92,37744.35,39489.82,0.2752,1,1,349,631,0.22,0.32,0.77,3.09,169.14,0.74,2020-11-16,42.25,52.96,52.24,176.76,7.57,20.0,-45.0,0.79,0.56,0.0,0.13,106.83,14.11,grimsvotn_16nov_2_fc80_20x_000146.tif,204,221,702,0,71.33,59.74,1,241.87,1.61,43.07,3857,0.0,10,0.0,61051.56,1399073.0,0.46,09:41:35,2020-11-16T08:41:35.736,0.2,39489.82,77780.17,40.29,train/grim_16nov_2_fc80_20x_2552.png,1
8256,2553,2420.51,2434.73,0.23,30413.5,45616.73,89582.47,0.2752,1,1,605,175,0.0,0.24,0.42,4.16,268.1,0.84,2020-11-16,55.51,84.44,41.33,176.91,10.98,70.0,-15.0,0.35,0.74,0.0,0.09,167.16,15.22,grimsvotn_16nov_2_fc80_20x_000146.tif,445,175,925,0,62.47,124.28,1,364.77,1.5,44.69,3860,33333.63,1,0.0,15134.67,2086739.0,0.52,09:41:35,2020-11-16T08:41:35.872,0.34,89582.47,315236.7,32.46,train/grim_16nov_2_fc80_20x_2553.png,1
8257,2554,1596.35,1601.44,0.33,19567.76,46282.47,47979.6,0.2752,1,1,403,201,0.0,0.32,0.42,3.15,204.18,0.72,2020-11-16,45.08,64.11,66.68,176.95,7.78,-80.0,15.0,0.37,0.73,0.0,0.13,114.7,14.74,grimsvotn_16nov_2_fc80_20x_000146.tif,314,172,1102,0,36.07,83.98,1,258.88,1.33,24.24,3861,0.0,6,0.0,3453.74,802533.0,0.42,09:41:35,2020-11-16T08:41:35.917,0.3,47979.6,137953.3,34.19,train/grim_16nov_2_fc80_20x_2554.png,1
8258,2555,582.67,582.67,0.31,3303.18,10653.01,10580.22,0.2752,1,1,609,344,0.0,0.19,0.38,5.31,138.74,0.61,2020-11-16,27.24,43.29,5.91,177.05,14.6,40.0,-60.0,0.73,0.58,0.0,0.07,96.44,6.6,grimsvotn_16nov_2_fc80_20x_000146.tif,151,201,0,447,156.03,55.77,1,206.08,1.48,6.53,3863,0.0,5,0.0,168.65,1312033.0,0.53,09:41:36,2020-11-16T08:41:36.014,0.37,10580.22,42478.14,22.04,train/grim_16nov_2_fc80_20x_2555.png,1
8259,2556,1612.42,1756.41,0.65,39027.68,46089.58,48705.91,0.2752,1,1,647,382,0.46,0.63,0.89,1.58,166.61,0.95,2020-11-16,45.31,52.15,44.63,177.05,2.56,15.0,-55.0,0.09,0.92,0.0,0.39,68.85,26.87,grimsvotn_16nov_2_fc80_20x_000146.tif,194,236,203,447,81.99,63.19,1,191.42,2.43,36.17,3863,0.0,14,0.0,6071.71,1842395.0,0.74,09:41:36,2020-11-16T08:41:36.014,0.13,48705.91,74279.53,40.36,train/grim_16nov_2_fc80_20x_2556.png,1
8260,2557,2402.28,2473.48,0.62,41194.36,82296.94,88572.7,0.2752,1,1,1007,29,0.26,0.37,0.82,2.68,206.59,0.87,2020-11-16,55.31,64.87,38.66,177.09,6.27,-75.0,5.0,0.66,0.6,0.0,0.16,127.29,20.3,grimsvotn_16nov_2_fc80_20x_000146.tif,284,192,441,447,64.25,76.45,1,295.17,1.85,44.2,3864,0.0,14,0.0,13075.21,2130108.0,0.47,09:41:36,2020-11-16T08:41:36.054,0.15,88572.7,142948.9,47.87,train/grim_16nov_2_fc80_20x_2557.png,1
8261,2558,881.09,982.92,0.45,6312.22,19023.58,19673.94,0.2752,1,1,275,256,0.1,0.16,0.64,6.41,161.41,0.69,2020-11-16,33.49,50.5,47.54,177.19,18.07,-65.0,50.0,1.03,0.49,0.0,0.06,137.95,7.63,grimsvotn_16nov_2_fc80_20x_000146.tif,236,158,635,447,86.53,67.93,1,291.16,2.63,39.92,3866,0.0,10,0.0,5472.03,1082496.0,0.57,09:41:36,2020-11-16T08:41:36.145,0.34,19673.94,67438.54,33.74,train/grim_16nov_2_fc80_20x_2558.png,1
8263,2560,1640.51,2085.7,0.71,34266.42,69309.67,49984.22,0.2752,1,1,133,662,0.26,0.41,0.86,2.44,196.65,0.87,2020-11-16,45.7,61.71,50.13,177.31,5.5,20.0,80.0,0.52,0.66,0.0,0.18,109.64,19.95,grimsvotn_16nov_2_fc80_20x_000146.tif,209,264,895,447,65.78,72.32,1,259.18,2.99,43.87,3869,61040.57,3,0.0,643.3,1503176.0,0.53,09:41:36,2020-11-16T08:41:36.282,0.26,49984.22,123050.8,50.74,train/grim_16nov_2_fc80_20x_2560.png,1
8266,2563,4498.9,4518.94,0.76,138594.87,209842.02,226998.46,0.2752,1,1,289,407,0.58,0.56,0.93,1.77,268.47,0.9,2020-11-16,75.68,84.56,42.89,177.36,3.27,35.0,-80.0,0.25,0.8,0.0,0.31,123.47,37.81,grimsvotn_16nov_2_fc80_20x_000147.tif,278,330,202,0,42.94,98.75,1,322.54,1.34,31.8,3870,162432.67,7,0.0,6483.0,2635056.0,0.77,09:41:36,2020-11-16T08:41:36.326,0.1,226998.5,316573.1,68.5,train/grim_16nov_2_fc80_20x_2563.png,1
8267,2564,1527.23,1528.41,0.65,34615.34,37492.82,44897.4,0.2752,1,1,479,827,0.49,0.68,0.89,1.47,155.43,0.98,2020-11-16,44.1,48.6,54.01,177.36,2.17,10.0,90.0,0.04,0.96,0.0,0.46,59.21,27.28,grimsvotn_16nov_2_fc80_20x_000147.tif,133,221,584,0,67.1,56.99,1,172.99,1.14,20.68,3870,0.0,4,0.0,6054.04,1430230.0,0.72,09:41:36,2020-11-16T08:41:36.326,0.09,44897.4,60102.7,33.99,train/grim_16nov_2_fc80_20x_2564.png,1
8268,2565,1626.28,1696.79,0.71,47344.42,46835.41,49335.26,0.2752,1,1,532,25,0.53,0.75,0.91,1.34,162.17,0.99,2020-11-16,45.5,50.74,44.13,177.41,1.57,-5.0,-75.0,0.0,1.08,0.0,0.64,53.06,33.71,grimsvotn_16nov_2_fc80_20x_000147.tif,171,222,807,0,63.2,57.24,1,173.53,1.41,24.05,3871,36414.74,3,0.0,4208.36,1431881.0,0.71,09:41:36,2020-11-16T08:41:36.372,0.1,49335.26,68407.23,38.51,train/grim_16nov_2_fc80_20x_2565.png,1
8270,2567,1693.69,1693.69,0.71,47217.83,47218.84,52434.09,0.2752,1,1,501,626,0.5,0.75,0.9,1.34,163.6,0.98,2020-11-16,46.44,51.2,42.16,177.45,1.57,10.0,85.0,0.0,1.09,0.0,0.64,53.01,33.68,grimsvotn_16nov_2_fc80_20x_000147.tif,162,219,0,280,72.48,57.61,1,173.38,1.06,16.81,3872,47226.68,2,0.0,1001.05,1708612.0,0.66,09:41:36,2020-11-16T08:41:36.417,0.09,52434.09,70262.66,39.55,train/grim_16nov_2_fc80_20x_2567.png,1
8271,2568,1117.42,1129.81,0.52,14201.03,25191.34,28098.66,0.2752,1,1,329,839,0.11,0.42,0.71,2.4,160.15,0.92,2020-11-16,37.72,50.1,24.71,177.45,5.35,0.0,90.0,0.26,0.79,0.0,0.19,80.28,15.01,grimsvotn_16nov_2_fc80_20x_000147.tif,121,246,221,280,67.92,63.71,1,190.57,1.38,36.7,3872,0.0,10,0.0,266.49,1068917.0,0.51,09:41:36,2020-11-16T08:41:36.417,0.25,28098.66,65847.85,30.68,train/grim_16nov_2_fc80_20x_2568.png,1
8272,2569,1283.39,1413.11,0.42,14838.08,29261.94,34586.17,0.2752,1,1,219,388,0.0,0.27,0.66,3.66,177.06,0.85,2020-11-16,40.42,55.48,54.28,177.5,9.4,60.0,-45.0,0.63,0.62,0.0,0.11,118.59,12.62,grimsvotn_16nov_2_fc80_20x_000147.tif,244,207,545,280,55.97,72.94,1,262.43,2.24,30.74,3873,0.0,18,0.0,26667.76,1007505.0,0.45,09:41:36,2020-11-16T08:41:36.463,0.27,34586.17,89419.59,31.92,train/grim_16nov_2_fc80_20x_2569.png,1
8273,2570,1417.08,1671.26,0.31,22379.14,29601.88,40128.86,0.2752,1,1,404,747,0.0,0.35,0.55,2.83,194.29,0.91,2020-11-16,42.48,60.96,37.86,177.5,6.74,10.0,-70.0,0.28,0.78,0.0,0.15,108.98,16.17,grimsvotn_16nov_2_fc80_20x_000147.tif,142,320,754,280,77.27,84.93,1,250.3,3.01,48.26,3873,0.0,15,0.0,280.87,1531239.0,0.58,09:41:36,2020-11-16T08:41:36.463,0.3,40128.86,118612.6,29.08,train/grim_16nov_2_fc80_20x_2570.png,1
8277,2574,934.94,934.94,0.6,13019.17,21698.22,21505.04,0.2752,1,1,433,542,0.21,0.53,0.74,1.89,135.41,0.81,2020-11-16,34.5,42.23,59.52,178.09,3.67,-15.0,45.0,0.19,0.84,0.0,0.27,60.72,16.52,grimsvotn_16nov_2_fc80_20x_000147.tif,152,196,0,526,36.65,51.21,1,154.49,1.14,23.89,3886,15496.84,4,0.0,809.83,485468.0,0.4,09:41:37,2020-11-16T08:41:37.056,0.18,21505.04,39435.1,33.67,train/grim_16nov_2_fc80_20x_2574.png,1
8278,2575,929.24,929.24,0.5,12387.83,20823.32,21308.6,0.2752,1,1,440,624,0.08,0.5,0.64,1.99,141.46,0.78,2020-11-16,34.4,44.15,67.24,178.14,3.99,-25.0,30.0,0.16,0.86,0.0,0.25,63.07,15.81,grimsvotn_16nov_2_fc80_20x_000147.tif,173,191,336,526,36.37,54.27,1,157.76,1.11,23.26,3887,18021.91,2,0.0,394.71,478931.0,0.37,09:41:37,2020-11-16T08:41:37.103,0.22,21308.6,45071.53,31.64,train/grim_16nov_2_fc80_20x_2575.png,1
8279,2576,1682.03,1690.81,0.45,37529.31,36400.51,51893.8,0.2752,1,1,100,407,0.15,0.64,0.72,1.55,175.33,0.96,2020-11-16,46.28,54.93,62.82,178.68,2.48,40.0,-40.0,0.0,1.05,0.0,0.4,66.48,26.81,grimsvotn_16nov_2_fc80_20x_000147.tif,234,213,529,526,39.78,70.08,1,186.57,1.14,24.57,3899,0.0,10,0.0,4976.45,931452.0,0.65,09:41:37,2020-11-16T08:41:37.647,0.16,51893.8,86776.23,33.63,train/grim_16nov_2_fc80_20x_2576.png,1
8280,2577,2211.77,2214.66,0.52,53539.69,63701.44,78248.1,0.2752,1,1,819,779,0.21,0.62,0.75,1.61,201.77,0.93,2020-11-16,53.07,63.34,26.87,178.73,2.68,-5.0,60.0,0.0,1.0,0.0,0.37,78.9,29.39,grimsvotn_16nov_2_fc80_20x_000147.tif,181,299,744,526,44.0,78.59,1,216.59,1.11,20.18,3900,0.0,3,0.0,3262.43,1345754.0,0.57,09:41:37,2020-11-16T08:41:37.692,0.16,78248.1,133048.1,45.78,train/grim_16nov_2_fc80_20x_2577.png,1
8281,2578,2849.08,2859.25,0.72,63632.24,111051.24,114398.82,0.2752,1,1,841,628,0.41,0.5,0.87,2.0,219.58,0.89,2020-11-16,60.23,69.01,38.75,178.78,4.02,-5.0,60.0,0.4,0.72,0.0,0.25,109.45,27.21,grimsvotn_16nov_2_fc80_20x_000148.tif,248,299,0,0,51.88,78.31,1,273.31,1.32,22.9,3901,90593.33,5,0.0,2925.45,2032845.0,0.6,09:41:37,2020-11-16T08:41:37.735,0.13,114398.8,172050.5,56.07,train/grim_16nov_2_fc80_20x_2578.png,1
8284,2581,874.15,874.15,0.79,16008.16,19432.12,19442.03,0.2752,1,1,860,123,0.53,0.7,0.9,1.43,119.52,0.93,2020-11-16,33.36,37.18,56.32,178.9,2.0,5.0,-55.0,0.04,0.96,0.0,0.5,43.37,21.68,grimsvotn_16nov_2_fc80_20x_000148.tif,142,165,688,0,40.18,41.62,1,130.1,1.09,23.67,3904,9239.34,3,0.0,2507.01,498786.0,0.64,09:41:37,2020-11-16T08:41:37.875,0.1,19442.03,26902.46,32.61,train/grim_16nov_2_fc80_20x_2581.png,1
8285,2582,1413.77,1419.14,0.71,23172.78,37455.64,39988.29,0.2752,1,1,841,433,0.38,0.51,0.88,1.96,153.24,0.9,2020-11-16,42.43,47.9,60.14,178.95,3.9,85.0,-5.0,0.45,0.69,0.0,0.26,76.57,19.63,grimsvotn_16nov_2_fc80_20x_000148.tif,206,165,855,0,54.62,52.75,1,192.4,1.36,28.01,3905,0.0,5,0.0,18349.17,1080020.0,0.38,09:41:37,2020-11-16T08:41:37.918,0.11,39988.29,57553.8,40.68,train/grim_16nov_2_fc80_20x_2582.png,1
8286,2583,2544.41,2583.77,0.55,58014.43,76304.16,96548.0,0.2752,1,1,316,390,0.29,0.54,0.81,1.87,206.33,0.91,2020-11-16,56.92,64.79,63.91,179.0,3.59,-55.0,40.0,0.26,0.79,0.0,0.28,98.44,27.39,grimsvotn_16nov_2_fc80_20x_000148.tif,279,234,1022,0,38.2,78.06,1,251.66,1.39,30.7,3906,75654.57,4,0.0,2648.26,1339973.0,0.76,09:41:37,2020-11-16T08:41:37.963,0.12,96548.0,142404.7,47.24,train/grim_16nov_2_fc80_20x_2583.png,1
8287,2584,2530.25,2530.25,0.63,75175.35,78420.59,95743.34,0.2752,1,1,976,478,0.44,0.7,0.88,1.44,200.23,0.95,2020-11-16,56.76,62.85,40.91,179.04,2.01,-75.0,-10.0,0.0,1.06,0.0,0.5,72.92,36.23,grimsvotn_16nov_2_fc80_20x_000148.tif,288,194,0,281,38.69,77.03,1,218.3,1.09,23.12,3907,57779.86,4,0.0,6709.74,1349551.0,0.82,09:41:38,2020-11-16T08:41:38.008,0.1,95743.34,129991.9,46.59,train/grim_16nov_2_fc80_20x_2584.png,1
8288,2585,1526.42,1527.08,0.37,22033.27,29047.81,44861.67,0.2752,1,1,55,240,0.03,0.42,0.61,2.4,177.1,0.9,2020-11-16,44.09,55.49,45.79,179.09,5.34,50.0,-40.0,0.26,0.79,0.0,0.19,92.87,17.38,grimsvotn_16nov_2_fc80_20x_000148.tif,235,212,196,281,47.52,73.52,1,220.49,1.26,31.94,3908,40678.4,0,0.0,0.0,1012413.0,0.46,09:41:38,2020-11-16T08:41:38.054,0.21,44861.67,89472.97,29.58,train/grim_16nov_2_fc80_20x_2585.png,1
8289,2586,2913.28,2921.3,0.74,90880.08,110977.74,118287.13,0.2752,1,1,751,518,0.51,0.69,0.91,1.46,215.39,0.95,2020-11-16,60.9,67.67,70.7,179.09,2.1,80.0,-40.0,0.0,1.0,0.0,0.48,79.93,38.05,grimsvotn_16nov_2_fc80_20x_000148.tif,301,242,605,281,48.45,79.74,1,235.95,1.17,19.76,3908,105189.45,4,0.0,1758.73,1940139.0,0.73,09:41:38,2020-11-16T08:41:38.054,0.1,118287.1,162262.4,56.71,train/grim_16nov_2_fc80_20x_2586.png,1
8290,2587,4225.34,4246.12,0.45,129165.27,145459.94,206612.68,0.2752,1,1,977,364,0.12,0.58,0.73,1.73,272.46,0.91,2020-11-16,73.35,85.83,44.31,179.14,3.13,-85.0,-10.0,0.1,0.91,0.0,0.32,117.2,37.46,grimsvotn_16nov_2_fc80_20x_000148.tif,402,230,849,281,44.67,106.85,1,309.33,1.28,23.38,3909,0.0,17,0.0,5169.17,2577180.0,0.75,09:41:38,2020-11-16T08:41:38.099,0.15,206612.7,331023.3,54.26,train/grim_16nov_2_fc80_20x_2587.png,1
8297,2594,928.29,930.7,0.6,11940.23,23103.99,21275.92,0.2752,1,1,987,17,0.11,0.48,0.7,2.08,140.18,0.79,2020-11-16,34.38,43.75,52.03,179.87,4.31,50.0,-45.0,0.26,0.79,0.0,0.23,65.63,15.22,grimsvotn_16nov_2_fc80_20x_000151.tif,190,156,0,0,56.23,52.04,1,161.7,1.19,24.34,3925,13042.28,1,0.0,2665.05,739769.0,0.3,09:41:38,2020-11-16T08:41:38.826,0.21,21275.92,43836.47,31.34,train/grim_16nov_2_fc80_20x_2594.png,1
8298,2595,4362.1,4440.48,0.35,91714.52,142986.88,216724.36,0.2752,1,1,982,120,0.0,0.34,0.58,2.94,311.69,0.83,2020-11-16,74.53,98.31,44.06,179.9,7.08,80.0,-15.0,0.35,0.74,0.0,0.14,180.26,25.45,grimsvotn_16nov_2_fc80_20x_000151.tif,494,249,500,0,46.12,133.48,1,411.42,1.58,26.17,3926,0.0,22,0.0,10919.82,2745576.0,0.42,09:41:38,2020-11-16T08:41:38.872,0.24,216724.4,497451.7,52.61,train/grim_16nov_2_fc80_20x_2595.png,1
8299,2596,531.0,531.0,0.35,5099.91,6503.69,9204.52,0.2752,1,1,20,773,0.0,0.45,0.54,2.2,112.55,0.86,2020-11-16,26.0,34.96,66.75,179.9,4.69,-85.0,10.0,0.11,0.9,0.0,0.21,52.3,11.14,grimsvotn_16nov_2_fc80_20x_000151.tif,185,82,751,0,45.05,47.03,1,126.89,1.12,26.83,3926,0.0,6,0.0,263.17,346695.0,0.44,09:41:38,2020-11-16T08:41:38.872,0.26,9204.518,22372.11,17.96,train/grim_16nov_2_fc80_20x_2596.png,1
8300,2597,1835.47,1838.64,0.86,42249.12,63412.49,59154.06,0.2752,1,1,1010,673,0.5,0.64,0.9,1.56,177.73,0.89,2020-11-16,48.34,55.69,38.39,180.18,2.5,85.0,-40.0,0.14,0.87,0.0,0.4,69.53,27.81,grimsvotn_16nov_2_fc80_20x_000151.tif,234,234,835,0,45.63,60.82,1,194.69,1.13,23.31,3932,48622.98,2,0.0,744.1,1163132.0,0.64,09:41:39,2020-11-16T08:41:39.146,0.13,59154.06,90447.22,48.16,train/grim_16nov_2_fc80_20x_2597.png,1
8302,2599,986.29,988.34,0.8,17664.48,22092.88,23300.75,0.2752,1,1,663,642,0.59,0.66,0.94,1.52,123.87,0.93,2020-11-16,35.44,38.56,55.24,180.45,2.34,-60.0,55.0,0.13,0.88,0.0,0.43,49.82,21.25,grimsvotn_16nov_2_fc80_20x_000151.tif,152,146,1110,0,52.6,43.9,1,142.14,1.2,30.41,3938,565.63,6,0.0,11079.83,733744.0,0.61,09:41:39,2020-11-16T08:41:39.417,0.08,23300.75,30018.48,34.59,train/grim_16nov_2_fc80_20x_2599.png,1
8303,2600,2720.66,2904.52,0.7,52540.41,149454.66,106751.63,0.2752,1,1,779,125,0.0,0.38,0.71,2.66,242.41,0.74,2020-11-16,58.86,76.27,48.33,180.49,6.18,-75.0,-15.0,0.52,0.66,0.0,0.16,136.7,22.12,grimsvotn_16nov_2_fc80_20x_000151.tif,332,261,0,496,65.13,89.73,1,317.64,2.2,34.43,3939,0.0,25,0.0,7055.59,2439308.0,0.07,09:41:39,2020-11-16T08:41:39.468,0.23,106751.6,232292.2,61.64,train/grim_16nov_2_fc80_20x_2600.png,1
8304,2601,2828.97,3334.72,0.65,61914.7,141226.66,113189.75,0.2752,1,1,119,214,0.22,0.36,0.81,2.81,246.46,0.83,2020-11-16,60.02,77.56,39.38,180.49,6.68,-35.0,55.0,0.65,0.61,0.0,0.15,152.1,22.77,grimsvotn_16nov_2_fc80_20x_000151.tif,286,310,263,496,63.45,92.19,1,349.73,2.7,35.81,3939,0.0,22,0.0,1645.56,2469065.0,0.43,09:41:39,2020-11-16T08:41:39.468,0.23,113189.7,244270.0,63.7,train/grim_16nov_2_fc80_20x_2601.png,1
8305,2602,1600.85,1633.29,0.61,16515.34,43711.26,48182.45,0.2752,1,1,505,217,0.14,0.23,0.82,4.35,173.77,0.86,2020-11-16,45.15,54.43,36.87,180.49,11.57,65.0,-25.0,1.08,0.48,0.0,0.09,141.21,12.2,grimsvotn_16nov_2_fc80_20x_000151.tif,238,173,575,496,78.14,67.95,1,306.83,2.05,48.92,3939,0.0,12,0.0,1951.98,1743459.0,0.52,09:41:39,2020-11-16T08:41:39.468,0.17,48182.45,84451.77,39.75,train/grim_16nov_2_fc80_20x_2602.png,1
8306,2603,1357.05,1360.44,0.38,24779.22,23483.48,37606.15,0.2752,1,1,395,121,0.01,0.59,0.65,1.7,165.07,0.99,2020-11-16,41.57,51.67,57.74,180.56,3.02,85.0,0.0,0.0,1.11,0.0,0.33,65.96,21.87,grimsvotn_16nov_2_fc80_20x_000151.tif,279,113,803,496,44.28,72.97,1,175.66,1.11,24.71,3940,36817.42,0,0.0,0.0,841367.0,0.74,09:41:39,2020-11-16T08:41:39.521,0.2,37606.15,72215.33,27.11,train/grim_16nov_2_fc80_20x_2603.png,1
8308,2605,6043.65,6251.29,0.69,130790.24,425680.26,353437.84,0.2752,1,1,480,266,0.0,0.27,0.75,3.72,352.92,0.79,2020-11-16,87.72,111.42,50.87,181.37,9.57,40.0,-70.0,0.94,0.52,0.0,0.1,247.97,25.91,grimsvotn_16nov_2_fc80_20x_000152.tif,389,406,0,0,55.27,127.89,1,547.77,2.27,29.95,3957,269777.76,14,0.0,8413.93,4535661.0,0.48,09:41:40,2020-11-16T08:41:40.330,0.21,353437.8,724321.5,98.87,train/grim_16nov_2_fc80_20x_2605.png,1
