redshift,log_sfr,log_mass,is_star_forming,u_flux,r_flux,zpp_flux,yhsc_flux,h_flux,ks_flux,splash1_flux,splash2_flux
0.853,0.955917,10.2479,1,0.283078,1.27452,5.53385,6.77212,14.1031,20.5649,26.1635,17.4891
0.967,0.957967,9.9331,1,1.16148,1.81484,4.47137,5.35902,5.48501,6.54005,7.43513,4.95164
0.375,0.531155,9.38073,0,3.13741,24.2302,57.4026,59.8128,99.3933,126.124,83.9164,73.5353
0.781,0.90445,10.7335,0,0.0941355,1.99896,12.5931,15.849,37.0341,38803.38761687639,61.859,41.1527
0.817,0.627597,10.8617,0,0.492289,4.21683,22.7199,26.0985,46.123,62.2252,84.9673,58.0474
0.729,1.3167,10.3032,1,1.16594,5.33599,14.9487,17.5613,31.7468,43.9968,52.9339,36.7676
0.348,0.534188,9.60681,1,3.58625,12.3219,21.0031,21.9255,27.6227,33.3218,21.2631,20.6567
0.928,1.07676,10.646,0,0.374068,2.11867,11.5077,12.3679,25.9641,27349.04513698606,56.0593,40.0339
0.208,-0.235209,8.38267,1,3.11001,10.2128,15.2407,16.4956,17.6902,16.8745,12.971,9.66566
1.152,1.22775,10.2709,1,0.953311,1.69594,4.95259,5.76719,8.86044,13.6224,22.5708,20.0144
0.208,-0.465969,7.92451,1,1.23083,1.65624,1.79485,1.93189,4.01502,2551.1076033099694,2.03012,1.81274
0.127,-0.00813762,9.28204,0,14.3244,87.4068,187.474,215.078,323.998,348.834,369.27,300.189
0.711,0.565387,9.62176,1,0.427704,1.67657,5.01119,5.96313,9.64036,12.4107,12.9383,8.63651
0.116,-1.04177,8.14548,1,1.63681,4.92778,6.44902,7.09615,7.17353,6.68036,3.27051,1.42892
0.612,-1.18444,10.8146,0,0.339353,7.44748,30.6142,35.1411,65.5808,84.7123,83.1248,56.4024
0.208,0.0553433,8.98124,0,5.04502,38.2935,91.954,106.619,206.418,261.774,208.792,191.708
0.596,0.562172,10.1333,0,0.919552,4.94363,14.4478,16.2737,30.6294,39.7878,36.7423,28.3439
0.474,0.547016,9.63945,1,2.93637,12.1132,24.6583,29.8291,39.0194,33362.178308213784,42.8223,41.1501
0.389,0.418119,9.51107,0,1.07408,9.97817,24.9233,30.0625,50.7447,66.9195,49.4142,47.1705
0.711,0.656295,9.46849,1,0.722106,2.02745,4.05762,4.24378,5.90678,4418.628339646226,5.81396,4.7467
0.835,0.211378,10.399,1,0.0460103,0.886106,5.8106,6.57276,21.7911,35.4376,52.8896,36.9244
0.116,-1.37571,8.37519,0,1.09072,4.99205,7.89971,8.70617,10.3976,9.0512,7.47367,5.86859
0.628,-0.724738,10.5016,0,0.572037,5.61519,20.8408,25.0464,56.4679,82.1886,94.0666,64.9356
1.068,1.94159,10.829,0,0.431257,2.97007,13.8051,16.8247,34.4018,48.7893,67.023,49.693
0.22,-1.16034,8.44578,1,0.760748,2.71912,3.75731,3.58297,3.87354,4.27306,3.42099,2.63685
0.661,-2.52279,9.80388,0,0.067301,0.96683,3.91255,5.70073,10.6417,15.1419,19.4219,13.3777
0.361,0.300521,9.50398,0,1.54554,7.74949,18.1292,22.1997,34.8933,31516.382358224004,54.9267,48.8845
0.817,1.26073,10.3835,0,0.796374,2.74174,10.6528,11.4815,21.7345,28.9235,33.2035,20.5822
0.375,-0.0896273,9.00028,1,0.968706,3.39542,5.07208,5.33899,5.9623,6.59179,3.61266,2.71414
0.909,1.38861,10.2052,1,1.12501,2.61543,8.66596,9.45366,16.9396,25.4157,41.0691,34.1818
1.047,0.902185,10.7486,0,0.093919,1.14191,7.63797,8.66463,19.8557,28.7583,43.5784,31.9885
0.335,0.648368,9.44508,1,5.51135,16.3207,26.1916,26.4448,32.99,27536.959955594866,25.262,24.8052
0.282,0.533002,9.39551,1,8.74461,27.1699,39.2286,40.7715,45.5044,52.4904,33.8377,32.1742
0.711,1.16032,10.1203,1,1.23791,3.83445,10.5282,11.9751,20.0913,26.8104,27.1737,17.9899
0.661,-0.63027,10.0296,0,0.110896,1.30987,5.37742,6.17396,10.4945,13.2783,13.4757,8.66587
0.335,-0.0545947,9.56619,1,0.622658,6.20192,18.9267,20.777,46.6934,67.2333,47.5332,53.3976
1.027,1.14977,10.1682,1,0.418636,1.17879,4.29303,4.53007,8.78832,12.7932,19.9211,15.9201
0.116,-2.19814,7.3049,1,0.184606,1.47362,6.38432,8.37885,23.8292,29458.909002806977,86.217,62.9447
0.645,-0.519821,10.446,0,0.166496,3.09019,13.5789,16.1393,29.543,38.7542,40.11,28.8221
0.46,-1.15951,10.5827,0,0.416081,12.701,36.7776,41.5789,70.4167,63129.436842644136,65.7776,52.9103
0.835,1.52854,10.3696,1,2.74417,6.31171,17.7403,19.0965,27.3285,35.7034,46.2891,33.3039
0.817,0.944382,10.0605,0,0.190749,1.04743,4.09902,4.60202,8.23682,10.7304,13.3664,10.1343
0.628,0.456981,9.94061,1,1.57042,6.3237,12.867,14.0959,18.7116,15615.333609693076,14.3506,12.4659
0.645,-1.85426,10.5114,0,0.106949,2.67133,11.6329,13.3226,24.1078,31.6828,27.8984,18.5782
1.261,1.15793,10.2746,1,0.326874,0.779707,2.65647,3.1742,5.42973,6.92935,8.63025,7.45283
0.612,-0.489279,9.93392,0,0.14086,1.41453,4.73758,5.45708,9.24193,12.2084,11.4467,7.99937
0.208,-0.200817,8.77828,1,3.37978,15.2065,26.7273,28.8039,35.3007,37.2854,24.9087,19.0699
0.612,0.177002,10.6584,0,0.627618,9.07353,33.2589,38.1419,71.7517,64915.509021016034,95.9958,72.9983
0.375,0.427256,10.2296,0,0.794006,10.4318,28.0638,32.3141,57.5872,74.4361,43.9723,35.6045
0.138,-0.7493,9.2049,0,2.20235,17.3923,35.1267,39.1194,53.323,54.7833,30.5353,21.4764
0.389,0.250894,10.4046,0,0.567619,12.0003,32.5793,37.0354,65.5524,83.1187,50.3573,40.778
0.853,-0.132719,10.4953,0,0.0453204,0.874027,5.95711,6.78081,16.7988,26.9751,41.5322,32.8101
0.375,0.586303,9.95123,0,1.86257,13.5366,35.9169,43.4601,75.672,99.6579,72.5581,66.386
0.161,-2.30491,7.7625,1,0.322128,0.830088,0.941465,0.957682,0.567,0.291188,0.208471,0.155381
0.361,0.0488909,9.04871,1,1.33928,4.4604,6.44902,6.43236,6.86618,7.7092,4.72758,3.07847
0.173,-0.377764,8.82018,1,2.48558,9.35432,13.6619,14.4575,15.9196,15.4695,9.45193,6.88457
0.474,-0.834718,9.52152,0,0.178158,2.40117,5.62702,6.11751,9.79799,12.3002,14.705,16.2604
0.612,1.2118,10.1857,1,5.25549,13.3249,22.5356,25.4173,34.2521,40.3924,37.5924,29.6859
0.612,0.683088,9.6616,1,2.03328,5.20845,9.86825,10.7569,13.9445,15.5987,13.9813,9.95394
0.817,1.14922,10.1261,1,0.595831,2.07219,6.97757,7.55387,14.0248,19.817,24.6703,17.7011
1.152,1.22861,10.5033,1,1.11684,2.09786,7.70798,8.91008,14.3777,20.1518,27.7752,23.3404
0.361,-0.298337,8.91236,1,0.572967,1.83006,2.86454,2.84783,3.18103,3.19488,1.84324,1.05989
0.375,0.594237,10.0293,0,3.41214,20.8092,48.0087,52.0439,87.2069,113.031,94.6614,108.868
1.217,0.351914,10.838,0,0.125156,0.906927,5.95908,7.63873,16.2866,24.2675,42.905,35.3647
0.208,-2.71845,9.14345,0,0.460185,4.46087,9.5752,10.3321,13.9082,15.4291,9.63664,7.26864
1.047,1.29906,10.2495,1,1.15813,2.09864,6.61615,7.42748,11.4567,15.5966,20.8858,17.1831
0.909,0.919685,10.0535,1,0.952747,1.76963,5.73203,5.95129,8.76337,11.1059,12.9267,9.22635
0.245,-0.556471,8.64634,0,0.895899,5.62212,14.9358,16.9223,27.1304,35.3298,36.6828,26.8293
0.22,-1.86151,9.80992,0,1.34741,15.2237,33.4978,38.0147,52.6835,60.7582,28.5398,22.4311
0.909,0.980179,9.84743,1,0.751675,1.55238,4.52433,4.73327,6.35933,7.94829,11.7571,9.73801
0.348,0.319534,9.18736,1,2.32229,7.34953,11.378,11.4321,12.7048,10365.212165356876,9.12862,8.12087
0.872,1.08906,9.85844,1,1.8033,2.45857,5.55354,6.09406,5.71186,6.54366,6.96813,5.16926
0.489,0.258353,9.33565,1,1.69356,4.81494,7.28903,8.83516,8.97073,10.1137,10.184,8.60858
0.928,0.142186,10.3677,0,0.122991,0.89539,5.12921,6.19512,14.3355,22.3879,36.2897,28.4098
0.348,0.0203373,9.22902,0,0.515644,4.47694,11.3849,12.806,21.8405,28.044,19.1508,17.644
0.22,-1.12625,8.73278,1,0.809329,3.205,4.69364,4.34619,5.65052,4008.3112210846834,2.60771,1.83475
0.835,-0.703448,10.5911,0,0.0747706,1.20138,6.71605,7.76705,15.203,14434.960602746945,20.9386,12.6196
0.116,-0.794137,8.55032,0,2.40264,9.80947,15.9286,16.9979,20.3021,18.0993,9.7782,6.73823
0.694,0.879811,10.29,0,0.838227,7.63161,37.6645,42.9393,82.2743,111.564,147.025,93.3203
0.375,-0.377414,9.23668,0,0.296246,2.52591,6.18809,6.77718,12.2647,16.8427,12.8463,11.4821
0.661,-0.508328,10.2447,0,0.0907055,1.51321,6.49833,6.59057,12.0618,15.7489,14.5962,9.09181
0.361,0.667105,10.1786,0,1.89454,25.4066,60.1023,68.2963,111.451,140.649,81.4832,68.6982
0.661,0.812717,10.6061,0,1.63163,8.43503,29.4255,34.7772,61.1229,79.368,89.7132,57.5133
1.449,1.91843,10.2514,1,1.21086,2.24752,5.16833,6.84739,12.577,13.7468,22.9166,26.0807
1.068,1.0749,9.79764,1,0.398431,0.841404,2.29203,2.28811,3.81311,5.95029,7.93361,6.93307
0.872,0.453255,9.70989,1,0.333743,0.661979,2.15926,2.61378,2.64012,4.26774,4.07249,2.90632
0.389,0.427249,10.0588,0,0.40206,6.11663,20.6305,25.0488,47.6071,63.478,47.6624,41.7317
0.781,1.28182,10.2427,1,1.93311,5.1546,13.7053,15.0111,22.4593,28.7484,33.5137,23.0536
0.127,-3.09298,7.4125,1,0.222082,0.799108,0.514493,0.406689,0.233481,0.12975,0.104634,0.0558107
0.661,-1.27439,10.2148,0,0.0340879,1.29688,5.77845,6.99828,13.9873,19.4876,18.9879,12.5337
0.257,-0.415501,9.10281,0,2.05509,11.5081,22.945,25.7402,39.7036,50.9111,32.3125,31.1745
0.321,0.18175,9.32886,1,1.94745,7.43382,11.975,12.6186,14.0277,16.8012,10.104,8.23496
0.361,0.230303,10.1242,0,0.679334,9.87847,23.19,27.4452,42.7909,53.4679,31.1925,25.8003
1.088,-0.49364,11.1287,0,0.121017,1.45583,12.5883,16.4225,31.9297,45.9313,67.1449,53.7687
1.152,1.44357,10.2439,1,1.18623,2.07478,5.45206,5.52145,9.08133,12.9589,17.8339,15.2458
0.22,0.020363,9.76105,0,2.90635,21.976,46.7015,53.6187,78.4744,90.2771,50.3376,40.9776
0.835,0.32699,10.487,0,0.0683887,0.993976,5.66645,6.97398,13.5689,18.8032,22.4704,14.9259
1.498,0.507748,9.32452,1,0.617729,0.823096,1.16048,1.86544,2.30588,2.08177,11.0543,9.63503
0.661,0.411307,9.92964,0,0.116529,1.15585,3.89303,4.79261,8.52981,10.4663,9.38187,5.97631
0.89,1.16314,10.4963,0,0.579755,2.48788,10.7144,12.1708,22.4331,21878.925856229795,45.1918,32.9734
0.375,0.573335,9.66297,0,1.74974,13.4728,32.0369,36.4031,58.4914,74.6911,42.6419,36.0396
0.361,-0.693801,8.25637,1,0.300947,0.666451,0.874876,1.08918,0.855077,822.5451157663492,0.941123,0.365159
0.948,0.831008,9.71116,1,0.926528,1.19986,3.00917,3.32018,3.21598,3.876,4.05255,2.58641
0.519,0.400295,10.3043,0,2.30454,12.1443,30.1052,35.6176,60.0154,76.4786,63.7309,50.9418
0.116,-0.980436,8.20716,1,1.76798,5.99032,9.00879,9.82261,10.7633,9.38737,5.12089,3.87576
0.661,-0.0139781,9.68584,1,0.377318,1.76565,4.98473,5.98089,12.7965,19.7157,30.3189,29.0324
0.948,0.538512,9.50426,1,0.58534,0.67899,1.79159,1.66085,2.10062,2.61506,1.82339,1.39914
0.149,-1.27826,7.8402,1,0.127635,0.485632,1.83607,1.56692,3.3696,5.16684,16.0613,10.2992
1.239,-0.794432,10.7621,0,0.11489,0.677802,4.7931,7.16523,13.9165,18.4833,27.167,24.9488
0.335,0.701154,9.69117,0,6.17016,41.6234,94.7644,105.766,175.753,156107.50321434325,169.076,162.789
0.208,-1.05338,9.91002,0,2.40292,23.9598,54.5618,61.6839,89.0902,98.9081,51.9969,39.6649
0.041,-3.65815,4.97261,1,0.344178,0.421184,0.567988,1.06608,1.48177,2.00129,6.0506,3.31672
0.504,-1.37883,9.41487,0,0.132457,1.16292,2.74303,2.93397,4.69609,5.4155,4.80707,3.57142
0.711,1.20343,10.2892,1,1.70615,5.97444,16.7718,20.1718,33.2925,45.083,51.8441,36.6664
0.661,0.584094,10.5524,0,0.423189,4.39718,18.5252,22.5415,42.4098,54.0066,53.1207,33.8762
0.403,0.512584,9.2957,1,3.61002,9.54494,14.4588,16.1123,15.9644,17.8159,13.142,11.471
0.661,0.238239,9.55999,1,0.820358,2.322,5.628,6.13943,9.53908,11.2616,9.95648,6.91368
0.489,-1.04978,10.3851,0,0.249142,5.33649,16.8398,18.9469,32.8006,39.6936,26.929,21.01
1.088,0.469909,10.807,0,0.110998,0.879104,6.87824,7.64095,18.2118,23.8312,34.986,25.2787
0.781,1.49324,10.2043,1,5.71717,9.16732,19.4455,18.35,20.9869,23.8914,26.8041,18.5866
0.22,0.118247,8.91792,1,5.07754,20.1357,35.6956,39.4201,52.4755,59.6398,37.858,34.3215
0.232,-0.307537,8.71669,0,1.82671,13.2173,30.5705,35.3297,60.6132,54496.214054205884,59.0848,52.4657
0.967,0.0026124,10.8892,0,0.0428378,1.38561,9.53654,10.9182,21.8827,30.2272,40.6914,29.5345
1.261,1.66033,10.6444,1,2.0594,3.884,10.7322,12.1624,20.9955,27.9022,48.357,46.4679
0.245,-1.33387,9.56292,0,1.0279,9.94697,20.904,23.7198,33.5428,38.6163,21.1855,17.2307
1.284,1.39127,10.538,1,1.68261,2.75395,7.15349,9.0412,14.9421,13064.557413380277,28.9702,28.5774
0.928,1.14002,10.2724,0,0.698937,1.57523,7.12831,8.01461,17.1467,24.54,33.6985,24.4747
0.127,-0.708002,8.83619,0,2.75475,14.6964,27.2264,30.049,39.7213,28568.411350195107,25.2379,17.7293
0.645,-0.00376902,10.5063,0,0.459873,4.39182,15.1399,18.0309,33.4341,44.2973,43.8645,29.9688
0.661,0.596361,10.7537,0,0.417303,8.27688,41.5946,51.1634,99.8583,134.761,152.185,95.6726
0.196,-0.706194,8.09635,1,1.77365,6.9983,11.1809,11.501,13.9762,14.7925,18.9865,16.3733
0.711,-0.498973,10.7213,0,0.200136,3.64009,15.9967,19.3367,30.8342,41.1901,41.2703,25.9354
0.361,0.0663576,10.7091,0,1.32949,29.1279,76.6954,90.3799,158.173,202.093,121.873,103.441
0.612,-0.0362458,10.0564,0,0.669052,3.82732,10.5545,12.072,20.8303,25.5479,27.1965,24.3388
0.711,0.5811,10.4994,0,0.0623944,1.61876,8.83625,10.6455,22.2992,30.5965,31.9532,19.7189
0.348,-0.974043,8.34243,0,0.314721,2.44141,5.01398,6.03918,9.41546,11.753,18.375,16.0144
1.109,-0.617999,10.9318,0,0.262346,1.48047,10.4664,13.5316,23.3837,31.8293,43.5763,35.833
0.928,1.19385,10.9412,0,0.452218,3.48533,19.7524,23.048,44.7827,61.7698,82.0289,55.2377
0.361,-0.0943585,9.74919,0,0.570324,6.25903,12.5346,13.4427,18.8,22.6024,13.1327,10.5077
0.105,-1.22988,7.79957,1,1.25993,2.68676,3.3676,3.65599,4.03831,3.78901,0.87685,1.00208
1.353,1.60392,10.8556,0,0.507099,1.50716,5.42687,8.01557,20.1212,19623.172399526473,50.2469,52.1004
0.375,0.0183917,8.56874,1,1.42971,2.9608,3.23084,2.74195,2.66197,2.60216,1.4593,2.59757
1.13,1.21474,10.9478,0,0.0713869,1.16262,7.36933,9.96401,21.3056,30.6232,46.1793,34.4319
0.127,-0.179913,9.23825,0,9.68282,62.518,127.028,142.401,201.187,205.755,194.939,144.907
0.711,0.901799,10.0035,1,1.12363,3.41971,9.32382,10.5724,16.8303,14825.315738138452,22.6135,15.1055
0.781,0.885676,10.4927,0,0.402084,3.06099,15.0005,18.6561,42.9263,62.7054,87.3102,61.0028
0.645,-0.846071,9.4341,1,0.411826,1.96065,6.48396,7.87198,20.3121,34.0191,58.2065,44.3438
1.217,1.6573,10.4893,1,1.25072,2.67148,7.56112,9.23343,15.5052,21.0863,33.4333,32.1369
0.375,0.46417,9.53671,0,2.0334,25.1522,67.5194,76.1752,136.14,178.092,118.985,101.316
0.01,-4.35092,4.17765,0,0.648723,0.985925,2.23818,3.24145,5.76701,7.30623,25.1614,23.1589
0.89,0.996803,10.5443,0,0.655826,2.44861,12.6197,14.89,37.4772,58.8979,105.075,77.5166
0.348,0.586249,10.1177,0,3.53679,27.9149,68.9363,75.6604,131.264,118195.24785922225,126.521,118.607
0.431,0.107405,8.69803,1,0.609745,1.47175,2.07757,2.3711,1.91623,1.55533,1.41839,1.13199
1.007,0.71642,10.4846,0,0.178839,1.0098,6.03927,7.42514,15.8888,16102.713431915994,40.0396,33.0762
0.711,0.835043,10.5804,0,0.284268,2.74394,15.144,18.8117,43.4932,61.4382,73.6372,48.1265
1.173,-0.173009,11.0313,0,0.371313,1.55455,11.1308,15.1514,34.9846,51.7893,86.0672,73.8758
0.22,0.267935,9.5353,0,7.87443,67.1701,155.125,179.526,281.407,328.467,222.6,186.017
0.928,0.948112,10.6005,0,0.26733,1.69251,9.95475,12.5875,28.8414,30931.766312788503,66.613,48.9512
0.375,0.186925,9.95405,0,0.417003,5.70725,14.2348,15.9657,26.065,32.4074,18.2192,15.6746
0.127,-1.26609,7.84455,1,1.28817,3.51753,4.74921,4.74096,5.10027,3433.510463735612,3.87088,3.00638
0.781,0.991481,10.0101,0,0.257401,1.47641,5.43275,5.38745,12.9353,18.49,19.4304,13.091
0.928,1.00757,10.6728,0,0.248183,1.66167,9.02475,10.3044,21.3876,29.2113,31.3239,24.1761
0.596,0.810774,10.3697,0,1.71386,8.76845,25.9688,29.7281,51.5926,65.8134,65.2209,44.4685
1.239,1.03115,10.7184,1,1.15093,2.29065,8.46682,10.2554,19.819,27.7173,47.9622,42.6026
0.853,0.902739,9.74444,1,0.825363,1.53338,4.28694,4.55127,6.09605,7.64239,10.3011,7.18511
0.389,0.685885,9.51166,0,3.55986,34.2809,96.7004,116.803,212.407,275.698,235.832,208.512
0.504,0.346032,9.3409,1,1.582,4.26525,6.76749,7.54044,8.64869,7057.1357244442315,9.1249,7.35445
0.196,-0.65885,8.46176,1,1.2121,4.63911,7.28777,7.58599,8.25013,8.50575,5.84876,4.42164
1.088,1.28797,10.2994,1,0.823012,1.7501,5.6014,6.61899,10.1487,10297.097450619125,19.61,16.2522
0.094,-3.38272,7.78898,1,0.0793064,0.748731,1.51565,2.21752,1.72492,1.76527,2.41338,0.98227
0.321,0.0852768,9.13708,1,2.05181,6.28323,8.8692,8.592,9.86042,9.44351,6.74565,6.04962
0.375,0.504656,9.90291,0,1.85886,12.027,27.027,31.2747,52.9175,67.355,40.2328,35.7222
0.781,0.594851,10.5186,0,0.141423,1.3963,8.39373,10.0053,23.9216,33.9282,48.168,30.6949
0.928,0.401161,10.7192,0,0.117728,1.14534,7.85041,9.58513,22.4181,30.9978,44.166,31.687
1.195,1.68871,10.1903,1,1.09479,2.08181,5.49504,6.5509,9.30133,12.4765,17.1313,16.2681
1.173,-0.321156,11.0839,0,0.331412,1.59887,12.041,15.8174,31.1338,29962.718150634344,61.5559,52.4382
0.967,1.27825,10.3687,0,0.797274,2.18048,9.04257,10.2394,19.9725,29.6247,41.8593,32.2595
0.389,0.0104783,9.29316,0,0.419947,3.69196,8.90566,9.7827,16.1191,21.3668,14.815,14.2343
1.047,0.199815,10.5922,0,0.177187,1.03239,6.25244,8.60799,17.7038,26.7455,40.7097,34.3974
0.375,0.0791127,10.0627,0,0.3614,6.27632,16.5258,19.0669,31.0633,39.6911,23.0259,17.2039
0.474,0.347649,9.50117,1,1.37588,4.29803,7.64228,9.1508,9.67298,11.2868,8.13667,7.32943
1.152,1.3372,10.4455,1,0.818972,1.62493,6.18076,7.57682,13.4509,19.6457,29.2353,24.7369
0.445,0.0520193,9.14479,1,1.38631,4.77013,7.71549,8.7853,9.15977,10.5568,8.68067,7.90898
0.781,0.769067,10.1101,0,0.437195,1.9402,7.71192,8.79778,16.8816,22.9494,30.2452,21.6166
0.729,0.28705,11.0933,0,0.267989,5.91012,32.6525,38.8337,75.0285,102.705,118.158,72.8101
0.612,0.747748,10.8487,0,1.43969,17.9049,55.3247,61.8544,108.378,135.264,102.804,71.3692
0.948,0.644741,9.20894,1,0.812047,1.43097,2.5567,3.38988,3.50298,4.82275,8.49207,5.39183
0.232,-1.03855,8.54723,1,0.408966,1.70579,2.75349,2.59325,3.09026,3.17267,1.31407,0.700207
0.127,-1.89532,8.30654,0,0.522079,3.11152,5.56959,6.00203,7.43222,6.77852,3.5618,2.82961
0.835,0.726631,9.78184,1,0.320695,1.04435,3.45256,3.40812,7.77728,9024.07150871916,20.7248,15.9947
0.799,1.2871,10.4743,0,0.914647,3.87697,14.7117,17.2858,34.1097,48.6781,65.986,45.272
0.928,1.42717,10.4462,1,0.914188,2.70621,10.806,11.9383,22.9197,31.6949,42.8144,29.0373
0.094,-1.71196,6.84796,0,1.43418,2.05848,4.84998,5.6715,5.57355,6.72907,16.1696,14.4429
1.307,-0.526246,11.1138,0,0.363979,1.52382,9.29116,15.0954,25.0413,31.589,46.7619,43.5005
0.746,0.939994,10.1225,1,1.87731,4.6218,11.0325,11.927,16.0659,18.8295,20.604,13.9661
0.22,0.000310972,9.35965,0,3.91551,39.2257,97.4521,112.5,181.58,152469.0774581652,159.984,132.941
0.612,-0.950569,10.302,0,0.192418,2.78345,9.57796,10.8422,19.2353,23.1083,19.5103,14.168
0.01,-4.16886,4.94555,1,0.441173,1.11973,2.16694,2.34459,3.53086,6.14409,15.7673,20.651
0.01,-4.88135,4.02143,0,0.429774,0.7106,1.07995,1.74021,3.45707,3.03824,22.6478,22.2229
1.498,0.944303,11.0827,0,0.285607,1.19745,4.73693,7.93748,17.5766,20.8118,30.6878,30.9273
1.473,1.79672,10.1572,1,1.56716,2.2859,4.25541,4.92812,8.734,7.11218,10.6543,15.0949
0.58,-1.09489,10.4245,0,0.118805,3.36802,13.0067,14.368,27.1169,34.7084,28.6186,18.8563
1.217,1.53318,10.5342,1,1.97952,3.27335,8.37595,9.86899,14.8475,20.7384,31.6294,29.4244
1.047,0.506472,9.89647,1,0.663332,0.98913,2.96954,3.52853,4.27351,5.2025,7.66262,5.99088
0.138,0.0707746,8.72206,1,12.3961,28.3522,38.7312,41.3543,43.7878,44.1255,34.0182,26.4457
0.389,0.201673,9.65854,0,0.169244,2.63888,8.6593,10.0374,19.1927,25.9545,16.394,15.2716
1.732,1.76756,11.0344,1,0.21571,0.661457,2.54839,3.18003,15.2737,21.4128,41.5431,48.3678
0.909,0.287398,11.2733,0,0.212577,3.85572,26.5734,30.3348,59.341,81.1133,102.189,73.4161
0.519,-2.59279,9.85765,0,0.0629532,1.73609,5.23076,5.07614,8.33837,10.1298,6.71296,4.6927
1.307,-0.526246,11.1138,0,0.363979,1.52382,9.29116,15.0954,25.0413,31.589,46.7619,43.5005
0.489,-0.184229,10.3026,0,0.265682,4.19216,14.0437,16.0987,28.9384,35.8069,25.2142,18.8702
0.781,0.806454,9.20032,1,1.21122,1.47235,2.85767,1.9891,1.93728,1584.8164653237648,2.15537,1.29906
0.612,0.677623,9.67325,1,2.0624,5.66277,10.3067,11.4246,14.2978,16.4258,13.7064,9.51463
0.184,-1.11847,7.33705,1,0.318945,0.448079,0.559316,0.594783,0.437661,0.641763,0.374124,0.291528
0.348,0.0626821,9.29767,1,0.658803,6.56705,21.1098,23.3036,49.5001,66.6613,45.9243,46.0806
0.596,-0.12746,9.06438,1,0.450835,0.992988,1.45845,1.44673,1.80559,1.79211,0.972963,0.25701
0.375,0.351177,9.64924,0,1.0671,6.3117,14.9367,15.9861,22.7268,27.9186,17.1031,14.0724
0.928,1.07593,10.0448,1,0.685197,1.60111,5.01903,5.43013,9.63435,13.4276,18.1232,13.7141
0.335,0.406592,9.30264,1,2.49946,12.0078,23.2215,24.3039,34.2254,40.5545,20.6531,19.5019
0.375,0.571884,9.86441,0,2.28978,12.2096,28.7658,34.8789,53.3146,67.5116,54.2968,52.0878
0.987,1.4541,10.4742,1,0.943547,2.62347,10.2683,11.5341,21.3585,30.7784,42.4394,31.0902
0.534,0.23997,9.11531,1,0.92831,2.0816,2.77083,3.25541,3.07586,3.61386,3.98566,2.54678
1.047,1.34667,10.1747,1,1.0632,2.05428,6.1063,6.84227,9.5171,14.1517,18.966,15.341
0.729,0.448718,9.81828,1,0.768785,2.13968,5.18535,5.33551,7.1125,8.54236,8.88028,6.20046
1.195,1.38392,10.4927,1,1.31408,2.41795,7.51729,8.48513,13.174,19.2237,28.7184,25.2807
0.051,-3.50324,7.52963,0,0.0931106,1.26018,6.07365,6.57857,15.209,21.7483,42.4826,34.8169
0.872,0.858553,9.85805,1,0.359884,0.979262,3.57297,3.70384,6.22551,8.51603,10.3386,6.55936
0.948,1.24009,10.202,1,1.54316,3.05105,8.96243,9.93358,14.354,19.6309,32.1562,27.7411
0.645,-1.07703,10.6065,0,0.199277,3.99201,16.1759,18.9256,32.6269,42.6998,42.2111,27.7745
1.027,-0.27842,10.9762,0,0.0616232,1.25919,9.56818,12.2043,25.7156,36.9607,54.346,40.8536
0.361,-0.0936499,10.2722,0,0.580426,11.298,27.6365,31.3846,51.4292,65.7405,36.0333,30.2971
0.928,0.961127,10.3396,0,0.574014,1.48852,6.59125,7.8906,13.4003,18.7076,25.0688,18.1508
0.645,-0.417099,10.3775,0,0.344061,4.08737,16.1013,18.9587,37.8402,51.5683,62.1384,41.9849
1.284,0.497781,10.4428,1,0.847486,1.42748,4.46935,5.86173,12.3877,18.1585,36.4032,36.9436
0.22,0.424101,9.54248,1,8.97604,27.6488,50.4302,55.0221,77.4095,92.6449,54.2486,53.2856
1.088,0.696157,10.8365,0,0.398512,1.85746,9.83278,12.2292,25.8551,37.5551,54.3068,41.1977
1.843,1.12803,11.1834,1,0.16792,0.833527,2.41753,2.94146,13.8948,17.4475,26.8609,29.0578
0.504,-1.54722,10.5542,0,0.21817,5.84744,21.3777,24.3319,46.467,59.6322,47.7958,35.8526
0.909,0.390645,9.76377,1,0.243078,0.632394,2.46665,2.6991,3.98676,4.81259,5.57562,4.18181
0.645,-1.94956,10.1942,1,0.0698554,1.69969,8.18535,10.3837,27.54,43.2831,55.1946,36.0041
0.781,1.06475,10.2159,1,0.755288,3.22446,10.2349,12.3525,22.9085,32.4509,41.893,28.3942
0.335,-0.597484,8.83194,1,0.304363,1.50435,2.64773,2.59153,3.24336,3.5246,1.9762,1.65684
0.504,0.554143,10.1409,0,1.88503,9.70467,23.9011,27.7463,48.097,61.1907,51.5888,40.2927
1.173,0.957202,10.2283,1,1.04799,1.51269,4.28106,4.64574,6.3453,7.85337,10.6323,9.42637
0.763,0.288057,10.352,0,0.109572,1.14964,5.73647,7.08356,12.6582,11718.621932102635,18.219,11.7501
0.519,-1.4258,10.7312,0,0.515425,12.4467,37.4283,41.9858,67.2914,82.5363,65.8787,48.9261
0.987,0.53326,10.567,0,0.31797,1.42747,7.9876,8.84222,14.2311,12898.571866286418,24.5744,18.1761
